#	PresaleAddresss	Presale Balances	Presale Balances Subtotal	Raw Votes
0	0xF55DFd2B02Cf3282680C94BD01E9Da044044E6A2	0	0	0
1	0x0D40B53828948b340673674Ae65Ee7f5D8488e33	2000	2000	9E+15
2	0x0ea690d466d6bbd18F124E204EA486a4Bf934cbA	750	2750	9E+15
3	0x6d25B9f40b92CcF158250625A152574603465192	441	3191	0
4	0x481Da0F1e89c206712BCeA4f7D6E60d7b42f6C6C	100	3291	0
5	0x416EDa5D6Ed29CAc3e6D97C102d61BC578C5dB87	1400	4691	1E+15
6	0xD78Ac6FFc90E084F5fD563563Cc9fD33eE303f18	18.33494208	4709.334942	0
7	0xe6714ab523acEcf9b85d880492A2AcDBe4184892	124.8	4834.134942	1E+15
8	0x285A9cA5fE9ee854457016a7a5d3A3BB95538093	525	5359.134942	0
9	0x600ca6372f312B081205B2C3dA72517a603a15Cc	168.1076558	5527.242598	0
10	0x2b8d5C9209fBD500Fd817D960830AC6718b88112	2000.881731	7528.124329	1E+14
11	0x4B15Dd23E5f9062e4FB3a9B7DECF653C0215e560	100	7628.124329	0
12	0xD67449e6AB23c1f46dea77d3f5E5D47Ff33Dc9a9	46.08834642	7674.212675	0
13	0xd0ADaD7ed81AfDa039969566Ceb8423E0ab14d90	1078.76	8752.972675	0
14	0x245f27796a44d7E3D30654eD62850ff09EE85656	10	8762.972675	0
15	0x639D6eC2cef4d6f7130b40132B3B6F5b667e5105	142.8013932	8905.774068	0
16	0x5e9a69B8656914965d69d8da49c3709F0bF2B5Ef	50	8955.774068	0
17	0x0832c3B801319b62aB1D3535615d1fe9aFc3397A	190	9145.774068	0
18	0xf6Dd631279377205818C3a6725EeEFB9D0F6b9F3	10	9155.774068	0
19	0x47696054e71e4c3f899119601a255a7065C3087B	375	9530.774068	0
20	0xf107bE6c6833f61A24c64D63c8A7fcD784Abff06	43	9573.774068	9E+15
21	0x056f072Bd2240315b708DBCbDDE80d400f0394a1	500	10073.77407	0
22	0x9e5BaeC244D8cCD49477037E28ed70584EeAD956	13	10086.77407	0
23	0x40A0b2c1B4E30F27e21DF94e734671856b485966	32	10118.77407	1.8E+15
24	0x84f0620A547a4D14A7987770c4F5C25d488d6335	34	10152.77407	0
25	0x036Ac11c161C09d94cA39F7B24C1bC82046c332B	87.77781302	10240.55188	9E+15
26	0x2912A18C902dE6f95321D6d6305D7B80Eec4C055	31.48801745	10272.0399	0
27	0xE1Ad30971b83c17E2A24c0334CB45f808AbEBc87	88	10360.0399	0
28	0x07f35b7FE735c49FD5051D5a0C2e74c9177fEa6d	20	10380.0399	0
29	0x11669Cce6AF3ce1Ef3777721fCC0eef0eE57Eaba	4.996713248	10385.03661	0
30	0xBDbaF6434d40D6355B1e80e40Cc4AB9C68D96116	100	10485.03661	0
31	0x17125b59ac51cEe029E4bD78D7f5947D1eA49BB2	400	10885.03661	0
32	0xA382A3A65c3F8ee2b726A2535B3c34A89D9094D4	65	10950.03661	0
33	0xAB78c8781fB64Bed37B274C5EE759eE33465f1f3	66	11016.03661	0
34	0xE74F2062612E3cAE8a93E24b2f0D3a2133373884	87.48	11103.51661	0
35	0x505120957A9806827F8F111A123561E82C40bC78	100	11203.51661	0
36	0x00A46922B1C54Ae6b5818C49B97E03EB4BB352e1	796.4833879	12000	0
37	0xE76fE52a251C8F3a5dcD657E47A6C8D16Fdf4bFA	0	12000	0
