No	Investor	Tokens	TokenSubtotal
312	0xa515610f4731e3d92aa99f2f1f9af209ac934e4a	8000	20421621.482422235978171
313	0x0014700bb89f009dc0d0ed82be9ba70f89b91c8d	29990	20451611.482422235978171
314	0x67bcae2acaf4171394762178f0b093fe64916319	3000	20454611.482422235978171
315	0x1d395b30adda1cf21f091a4f4a7b753371189441	600000	21054611.482422235978171
316	0x4a2dccbc65ba28796af0a15dd11424c14153d2d1	500	21055111.482422235978171
317	0xb30afe7ec3aedcde2946ffd6f4d6db324002fcd5	10000	21065111.482422235978171
318	0xff5f45b0d25a862d1bd9b43f5eb01e150d4126e9	20000	21085111.482422235978171
319	0x4b83a0a5fee4e3a4caefe14313214423ad53e70b	2000	21087111.482422235978171
320	0x7976b95f1c30725f25a2ee922c68a86a90ff624c	22500	21109611.482422235978171
321	0x947d06574059002f9fd6848a67fc55a2ae4dc347	1135.15723	21110746.639652235978171
322	0x77f6d9261dd8e45c0e8555aa86ab1648da9b95c3	15000	21125746.639652235978171
323	0x2b8b2bfa75a41dfb57d08e8e187f52c5c28b7095	4000	21129746.639652235978171
324	0xa6bb8361eda6e56073e7493d4cc4e3d593fb1f89	500	21130246.639652235978171
325	0xcecb429db87d228b79c879e48ef6b38441b81883	10800	21141046.639652235978171
326	0x1509f23126c9ce5798b8a6b104c35f81f7f0b212	3000	21144046.639652235978171
327	0x129631915a3ca10b9a159a7dc95bde0ba71682d3	18000	21162046.639652235978171
328	0xc2bc281e5d16b54a10fcc6e3f3baea8b6ec0d9b4	10000	21172046.639652235978171
329	0xf900cb3bcef2e13d0ee1fe5bfbd3450fbacabfc4	10000	21182046.639652235978171
330	0x75ad33e4d5f0967d4df9f4709287e057a4a2901d	1637.97669	21183684.616342235978171
331	0xa8969e85afa65cb7867a3d3563f910d39899ab97	6000	21189684.616342235978171
332	0xf610752dd164f8e9b5ab6edf48aeb84224c0e4a9	24000	21213684.616342235978171
333	0xd3388e1ed707443442afa9bb133d9dffacd9b467	600000	21813684.616342235978171
334	0xe90847ac4522bab98d45ab2f976d2c199aaedc96	10000	21823684.616342235978171
335	0x007eec114cb1f1c19bb431c4143310e4c42e6c57	10000	21833684.616342235978171
336	0x5d4d24551c70d8a0e6899862b7f7cf37ce7e778d	1000	21834684.616342235978171
337	0xa78b438dca8491c53eb1a4b6721f56197d5cb4b0	18000	21852684.616342235978171
338	0x002f331dd9949283c6f9f9b1833dfcdcba874740	10000	21862684.616342235978171
339	0x2efd5bebd74eceed931f8c1936dd8fe10da2a287	1500	21864184.616342235978171
340	0x7e3a5201d9d7282ad3095966e9f6008342411de4	20000	21884184.616342235978171
341	0x450a37c68cf2565e43d461cc596b408fa97cc4fd	6000	21890184.616342235978171
342	0xc13d48a6c86a994f85038e96a7fea0aeb27d6f4d	274200	22164384.616342235978171
343	0xa4d57f26d74c952bfbb41eba172b31e37be34527	30000	22194384.616342235978171
344	0xd2859946cc58ce3a4a46f1784d23f3639f6510e8	3000	22197384.616342235978171
345	0x669f01ee666c606b4b0da109179668c80e86ad44	30000	22227384.616342235978171
346	0xec30eacdb39705ec281e10891d605cb0be41e094	2000	22229384.616342235978171
347	0x54e701a92841e2326ad01a73679b477f460b4bc3	10000	22239384.616342235978171
348	0x14d49231d3199dccfd0aad8833d42a516fc5e3fb	6000	22245384.616342235978171
349	0xb1ddc4a6f2ed00e720f8e862a34ad9f3f83627fa	72000	22317384.616342235978171
350	0x65f3de22aa43e5175ebb9e194e54444d69ea6035	18000	22335384.616342235978171
351	0x9a6c4a9100b3e11991a3f20a153894bb3a421862	9760	22345144.616342235978171
352	0x6e050ea5088011ffdf0b66c60b09110de45c6517	5000	22350144.616342235978171
353	0x00fc425b4aecfebb927fea7585730c50f683c5f0	6500	22356644.616342235978171
354	0xc970fd5603b5d4eab1368ebf08b8b439bf5434f9	60000	22416644.616342235978171
355	0xae31f2a51f82fc62c2688f2f6130d7454a03b304	10000	22426644.616342235978171
356	0x36c0b719e36197a4454baac43489a0fc620ef070	10000	22436644.616342235978171
357	0xfb11f91a8ae8a87effe90315267f2e3ed1159b99	10000	22446644.616342235978171
358	0xae46b23deb802d3bd78b9a96c1a3f388c1a00eca	120000	22566644.616342235978171
359	0x31b55c025d83d74025eab7ad8870dfe63a0f55b3	10000	22576644.616342235978171
360	0x001dc2e9730e81ad99c557e70d89886f5df9d4dd	10000	22586644.616342235978171
361	0xd51117069a1a8391a6cb4eee929bff495565a3f8	50500	22637144.616342235978171
362	0xb7f1498898d70685851b5331f64bf26215f00415	505000	23142144.616342235978171
363	0xa09f202a014c80b7b718bfbcf5149223b004d44c	500	23142644.616342235978171
364	0xb122a735828a47a2181f1f7ed6adc357bb3ff53b	3100	23145744.616342235978171
365	0x929a4781a8324a274d663001df95bafa2abaac6c	60000	23205744.616342235978171
366	0x38587b512f758b74fc4243047b53437e298b4292	18000	23223744.616342235978171
367	0x8888889201803e468f55333b6b3992b262f61951	60000	23283744.616342235978171
368	0x2f4c78acd3dd96e390fa25e5e1d9a5d4042723d4	4964.078294	23288708.694636235978171
369	0x8eb4eeb55c603cbdedc2a95fc8ec49b511f52667	48000	23336708.694636235978171
370	0x3f1887c41b663a9dbd6237c7f3411001ff62f4d8	5900	23342608.694636235978171
371	0xce4c9c5271d33b9d94191c69120f76dd7901ed81	60000	23402608.694636235978171
372	0xbe2fe9e1ae98630dc8495e4671479b95c55dcf1e	20010	23422618.694636235978171
373	0x26dc0426056f9f87d5013f6d45ec3d7a62aab583	24000	23446618.694636235978171
374	0x4bcb4d7ebe070c9a7565c71d91d93cd9e2636b50	25000	23471618.694636235978171
375	0x1bc31b9cc450e8e732caab003a8182eaa937b84c	54000	23525618.694636235978171
376	0x5dcb3152072d13dbaabd68ed85d6192ca543b04e	5000	23530618.694636235978171
377	0xf4c8b4573c31b5a70b92603f05e3bc0bfe92901a	700	23531318.694636235978171
378	0xa92ba64f9538a66c346302ced87991c2c71c704f	10000	23541318.694636235978171
379	0xa9d8f1200e17fbf94b52720684051ae77735a777	16200	23557518.694636235978171
380	0x1f6a434fa26e656e50f466155191ee267f5fb9df	13800	23571318.694636235978171
381	0xfc6996480d7eb198540b834161c0c730273001f3	5000	23576318.694636235978171
382	0x5ebe4c2f14cd027bb2bfce0116cdc4ceb1b68d95	4000	23580318.694636235978171
383	0x139fb4bad33db4a9f2a048ab0c969c1d0560ebd9	252000	23832318.694636235978171
384	0x5f3f428c4fb6151e8c26be254b5c50d0be072c69	36000	23868318.694636235978171
385	0x65af4cc9744da6613a18646cc6ff4d8c9fc699b6	2493.10408	23870811.798716235978171
386	0xfef4e98a7685072f700f60c669c489284780bd25	5000	23875811.798716235978171
387	0xee2e0e56e11fae260f3de0d6767fc1e970fc69d3	1410	23877221.798716235978171
388	0xcdf1f0cde0acd50128037306de62090064c56f22	10000	23887221.798716235978171
389	0x1fd9bde7e73533e28455421df56e73de0a0975b1	70000	23957221.798716235978171
390	0x9fb7510d621659cb3df78b02a04ccd66380350c0	10000	23967221.798716235978171
391	0x06fec9e9ffdc3033ea99af026aeda52d864f654f	12000	23979221.798716235978171
392	0x427e7bb79f00174fe7f3fd3f15298041a824d7c3	10000	23989221.798716235978171
393	0x019f484f4320c8fb11d0238b2b03c16fec905527	59500	24048721.798716235978171
394	0xc83479a0b580b6eedfa6ac258068670bca6cc11b	12000	24060721.798716235978171
395	0xab5d55bf0bdbf59c74146315a0ba2cc02ec4e969	2940	24063661.798716235978171
396	0xc293e2ae9630fe4347bcebcd4350a3b2564ccb10	18000	24081661.798716235978171
397	0xa39cf4fa1881933abb8d9fde532d445173d2c531	15001	24096662.798716235978171
398	0x7b8be5f0553039aae06020931f56d141a4c15ca8	1500	24098162.798716235978171
399	0x84f0c25b509cc22e8223249952ca720fa16a9d4f	2000	24100162.798716235978171
400	0xd622e6f0dfcb23c7bff90b669e1319335d787773	10000	24110162.798716235978171
401	0x3a311846dee6271dfbc38bd1bcc2a9648e8ba276	12000	24122162.798716235978171
402	0x0fa110b46d7f1727e81981cee55b36d91d281ddd	7070.425687	24129233.224403235978171
403	0x00e3f02d441b2ad4315874571de3c39bc29918ae	12550	24141783.224403235978171
404	0x5cdc87001dd04b8a1257fdacfa67ae4d7f26b33a	119990	24261773.224403235978171
405	0xe87d71430ff3da7a7f22963d22d00cc8d84c5522	60000	24321773.224403235978171
406	0xa62afdc99b7473960a722cb880e925e71db7b9ed	17000	24338773.224403235978171
407	0x1ee5513ea5c8d5a4f3b59b57202514f302e686b5	3000	24341773.224403235978171
408	0x9a3949fe872a5d137f86e25552183b9c67c30423	10000	24351773.224403235978171
409	0x059029b4a2de7ad2ed890022f59f1a7cad3e881b	1000	24352773.224403235978171
410	0x92988f9410b5ee0065000935946131a4ff38d2f0	3000	24355773.224403235978171
411	0x64bcfa3e53fcad84ed235862306a720647dd3a15	2000	24357773.224403235978171
412	0x760e4660bbbb05ba1eb37a4d689d8bd4926afa41	11990	24369763.224403235978171
413	0x34f3ea8bb865c4d7a63f2ae374b41182bdd30fd8	1500	24371263.224403235978171
414	0x44752adf36d87a1fd6cca9af8bad4e68e9384384	500	24371763.224403235978171
415	0xff5427bf5f4bfe067e43f96bffef394729b3493a	5000	24376763.224403235978171
416	0x88bf3c33fad35993f45e9000454256d4f9b73d6f	41500	24418263.224403235978171
417	0xb09429f8ae6e43b5f9f5a8b9ed38651a375b2d2f	750	24419013.224403235978171
418	0xc62909860252ae0e52fc075cf3a008cd2fe55fb9	1010	24420023.224403235978171
419	0xd5c047a9a815f8489e7935b278d6738080df8124	9000	24429023.224403235978171
420	0x323b79cf1eea11e319d7ad3614d218d0950f8624	30000	24459023.224403235978171
421	0x00343784fb10bc803c69c75fa32211d82539f6ea	26000	24485023.224403235978171
422	0x00bc2e64901649dbed49dd09e9d3e3db246aaa91	53640	24538663.224403235978171
423	0xc44cfce1d4312bf8746f7c03a6be5564ad221a7f	12000	24550663.224403235978171
424	0x97fac89b19e1a25b7b77cbebbd0708740d66adab	10000	24560663.224403235978171
425	0xcde9c6205f14338d1b48cc5db86592ff1f1cfc2e	35000	24595663.224403235978171
426	0x84a6a3ef0ab030df7083196d6f00acba18a8fe01	10000	24605663.224403235978171
427	0x81c8c6088226c02537cc02f3315963ac1a5609ed	56505	24662168.224403235978171
428	0xa6d0c47df7af1ecdd555d08c44ca4f7186e6e982	6000	24668168.224403235978171
429	0x41c0fd5c6ce86524c1f775e49d0a50771773e007	9854.18635	24678022.410753235978171
430	0x73cca8c0764f1b3ab3f16a64ea8f30dac92e0ceb	8000	24686022.410753235978171
431	0xad7f84324d7e4e042ac6bce6f29c2f9b4f536cc6	180000	24866022.410753235978171
432	0xd3d6ae5fb0ea32be2c940166318e498afdda949e	19200	24885222.410753235978171
433	0x175b1a0b3a82905e4f24b2a5006b59623d6425c9	10000	24895222.410753235978171
434	0xe2ee99434068bccae254c1d23f7be95783d39004	60000	24955222.410753235978171
435	0x6ffd41102db3e459f5af8b3c721fd525f7ac5bf0	10040	24965262.410753235978171
436	0x700887d5923ec227409d07ed9e437095d00f56da	8000	24973262.410753235978171
437	0x8760732633d1734f49aa2c766bea19dcbc17ca25	500	24973762.410753235978171
438	0x6368308f5f050ac1d62a358ae9ccc5c605fc4ce4	2000	24975762.410753235978171
439	0x7cf209a05d1565cc63fd2364149beb5b3db62ff8	1000	24976762.410753235978171
440	0x0c22a65da50ff23a3b8e236d586fe7e3e01ddba5	500	24977262.410753235978171
441	0x9b9847d1a38926f10fa67bfa1168ecd88304b9b1	600	24977862.410753235978171
442	0x00a1d74e6f4550c412c66ac6c388b90d2d981fca	18000	24995862.410753235978171
443	0x8052f614d75963cc7b68002e2cba51dd500b969b	2000	24997862.410753235978171
444	0x6bb24f69dbe63628ebad80c5f6745ce18cac9637	96000	25093862.410753235978171
445	0xd949ea0610d4517dc2a79cce5ad866f7d17cccd8	2000	25095862.410753235978171
446	0x6e113eacd58109522af7e81e5113a4bf2fbd951a	10000	25105862.410753235978171
447	0x6c5e26b3f667efef6762238448caac3583ab82de	30000	25135862.410753235978171
448	0x0bbaa3bcd3e21118f127f2864c43dd576263243f	1000	25136862.410753235978171
449	0xaa648e8044e2573b0f8356d44443ec1210d4eb21	39300	25176162.410753235978171
450	0x174edc43d0bf91d25640e284645de4bed6ac65cd	40000	25216162.410753235978171
451	0x007402a701204d8fc43c46a0626a8b17f6cfb89a	176000	25392162.410753235978171
452	0xca4d125d7a4cf0bc8639cda418a066b98aeb9381	2000	25394162.410753235978171
453	0xa60614650c597cb4eef2da868caeb4f10bd67dad	18000	25412162.410753235978171
454	0x93a261e2415a0185ce72c82b892de91814fc891f	1195.03394	25413357.444693235978171
455	0xd6f711409ea2e4a4d15aaa0ab94da55b5d519858	12000	25425357.444693235978171
456	0x7636d77b891dd86847885cc2b8a32cc2bf01ac76	2000	25427357.444693235978171
457	0xad616ae9b76d1a6095dd3a22586f5c85092f8df2	4979.559	25432337.003693235978171
458	0x73fddc6c47c8960de1f789cb201ccf2fc1b2c814	8000	25440337.003693235978171
459	0x3cb9b451a3ff2e77db346495f30e40ec35e1941c	80000	25520337.003693235978171
460	0x0f216140593c93d936f27c998102f8220b88459c	500	25520837.003693235978171
461	0x109cbdc2c04f72a88b34664ac6a99c31955bc6f0	10000	25530837.003693235978171
462	0xc5b22b2bf338006332314b7ab5b455934c424baf	860	25531697.003693235978171
463	0xd3cdd7abd4981e2e003b936ad881cb208924501b	9000	25540697.003693235978171
464	0x68cbc764f5ccb469c3d7bcae92811562a404e207	5000	25545697.003693235978171
465	0x6e6c84026767d35161fabd497d3100ce78de3730	1497.251562	25547194.255255235978171
466	0x095718762a36548710afde4e2fe81bbb9ff58483	340990	25888184.255255235978171
467	0xf2230e61e90f23d6d43bb1008567fbc3ccf0ad45	13000	25901184.255255235978171
468	0x9e3e93fc983d84e6397e35bc5cd3c33783041f35	4500	25905684.255255235978171
469	0x44451672875676edd367ae3ff0696f2663a43896	95000	26000684.255255235978171
470	0x4d22ebd9c89c4d5a9e892b312c684daf4f4af34f	4000	26004684.255255235978171
471	0x72952e10b3634d1f85ae04eed1ddc8ea3aea61ee	15100	26019784.255255235978171
472	0x98b1301649718781874299eb37e55a9cec11fad1	20000	26039784.255255235978171
473	0xcd5164c8c8a6c4d0c49e6fa5872435c33ab42af5	3966	26043750.255255235978171
474	0x4673cfd6908b210bc3069404d00daecb1504a458	10000	26053750.255255235978171
475	0x0999ec5f3bceee3612fde78c70f0384209a6ad88	500	26054250.255255235978171
476	0x00d7002cbc1bc73a2f17b0968b87c74b1d80a257	24000	26078250.255255235978171
477	0x0ff99bf9a0e60866761d9e82805565119d2d08f8	1000000	27078250.255255235978171
478	0x31e018c2b0e23193eda9d7c0e3bd0604b49f794e	980	27079230.255255235978171
479	0x607428941a6920e14ca925a5dfdeb444b53e8e90	6000	27085230.255255235978171
480	0x512676bb4c8dc2743bbcecd9fd637d5458d28fd1	84000	27169230.255255235978171
481	0xa22438f8c8ba4f08a9a3c857b2687cc1a890ee30	6000	27175230.255255235978171
482	0xffff5bdc5ab53c60cbee95af561182a09337176e	2190.8	27177421.055255235978171
483	0x7935f04a2b66227137c79936dbf59bce16f7cbc3	7520	27184941.055255235978171
484	0x2a2eabf7b621ab3f244a99378bdb45c5873e504a	3000	27187941.055255235978171
485	0x5d6585b5593cba2331cc0e1d38154f94f0911159	24000	27211941.055255235978171
486	0xb2103db38d279d5ff5c305a0369d7b05394d5c57	12000	27223941.055255235978171
487	0xc60debaa978d0c215c37859f8b59b07910afe807	1000	27224941.055255235978171
488	0x84659a06d1ddbc2a603d9afe6bb85eba7b97de3d	60000	27284941.055255235978171
489	0xc0aa285006388eb782bb842d11c207155fcd76ae	1000	27285941.055255235978171
490	0x8892dc844c8cc9fae1cc331310885bd473eea223	500	27286441.055255235978171
491	0xace9c83441712359402d0eac940343826310784f	10000	27296441.055255235978171
492	0x6a818a23aaf52d0872f8836240366cf19cdcbceb	60000	27356441.055255235978171
493	0x83dc74025050649d1185c33679e09a6e4b38c9cd	30000	27386441.055255235978171
494	0x0c286300850e2e15c1849e0030d30cd3f9410053	26400	27412841.055255235978171
495	0x1ff60e72c816c30326012af3894d2d563b08959e	2000	27414841.055255235978171
496	0x6bf0627e48ac7a814d425fa2454e2a7da11737f5	80500	27495341.055255235978171
497	0x1c187b3e2477657250c34955a6eb247f28558d94	4000	27499341.055255235978171
498	0x331e80e08efd2cdd9ae6b74843456098f869ba2d	36000	27535341.055255235978171
499	0xcb64587f55ae132d4a9f354ea171dd6d5d84aef4	3000	27538341.055255235978171
500	0x51ded656442eb0d148ebedda17c221f9ec4a3822	12000	27550341.055255235978171
501	0x2a3129aa8dbf3f1fa52f0068195e6cec1bbdde57	500	27550841.055255235978171
502	0x0a7485e7ee06a0f2a8f0a9924d801470d732bf8d	7000	27557841.055255235978171
503	0x283097d58a340871b9138c0ad1098e0fe0526ba5	2000	27559841.055255235978171
504	0xc11583d611f8cf2b067a563936638c8c4085f51f	35000	27594841.055255235978171
505	0x8166b406d30fbc5d90ade60fe8b552029367ef7b	9000	27603841.055255235978171
506	0x50f6ba1c731ac40b7529ad6a99e3e039c8f4508c	5000	27608841.055255235978171
507	0x1a5755d49fbfb675599863a491af333c04f9f4ba	1500	27610341.055255235978171
508	0xd2fa1dbe39cb3e09010b756e22f43dbfdf9d78ea	3000	27613341.055255235978171
509	0x6a22588732231de5ada905610e62c6458dc61d73	1000000	28613341.055255235978171
510	0x1988b7856869eceabdb2f6b1d658da2668b37b1e	114000	28727341.055255235978171
511	0x6e9f3b618f240240d359435747bb37729442b152	24000	28751341.055255235978171
512	0x5f6ed641133ebebd239244bddcfd60c61f6c5285	15000	28766341.055255235978171
513	0xa199834ade060f50c0881dfd0aedc109ce7f654a	1849.64636	28768190.701615235978171
514	0x009d06cc6b11fa75412c3cda6da63813bbbdafaf	118000	28886190.701615235978171
515	0x55324641332f9eaa167a1f4b4e57b81a71476990	1000	28887190.701615235978171
516	0x48f036415c3631083c988fc60f68e021e6407614	1300	28888490.701615235978171
517	0x0504bf9719b27b0b65683cb6048d269782bd8665	500	28888990.701615235978171
518	0x162124aade1e5ac49cfc785871fd33874f41354c	500000	29388990.701615235978171
519	0xff651ead42b8eea0b9cb88edc92704ef6af372ce	120000	29508990.701615235978171
520	0x6b8e421c51c5a67a3d81b802374ea78e45434d9b	10000	29518990.701615235978171
521	0x05d272c6e2c6c6dbce857993012cba25689a8850	7000	29525990.701615235978171
522	0x505120957a9806827f8f111a123561e82c40bc78	34500	29560490.701615235978171
523	0x83df0bfd9286aa8d2bf3b9660040004609821da6	2500	29562990.701615235978171
524	0x1fadf495fbec1cef6390095b24c519bea96d942f	36000	29598990.701615235978171
525	0x63a5733f625f3d5afccc8ae0a6c1dbf6c194011a	6000	29604990.701615235978171
526	0x174c9c38ff66277d42155414d30ccb7c124f60f3	2000	29606990.701615235978171
527	0x17125b59ac51cee029e4bd78d7f5947d1ea49bb2	132000	29738990.701615235978171
528	0xc6a73e3e867bc7f6d4b4a0b2485070403d02d855	10000	29748990.701615235978171
529	0xe154be458ab7baca2c50d7c4ea124f19fb0e2e36	4000	29752990.701615235978171
530	0xea8db28c3cb1d19870cede253402d2023cf483d0	46400	29799390.701615235978171
531	0xc77c5516f4a0ef156799b323d2a71a176331cad1	12000	29811390.701615235978171
532	0xa81842fb650317cb7445a9700f8be73d00dc6df3	566250	30377640.701615235978171
533	0x525bc62102ec418d32e9b61a2a3c1954f2960de6	42000	30419640.701615235978171
534	0xe9ebee76a902b6536c0bddf79ac4c4343e5bdbfb	6000	30425640.701615235978171
535	0x36c115c4dee9cd8b7d713bf4686db1f9772e8249	2500	30428140.701615235978171
536	0x7a855e3e13585368576a5a583c50451339acc561	2000	30430140.701615235978171
537	0xbe272abbf6705f0adc54b2f929101282c4365977	2000	30432140.701615235978171
538	0x2565f8e0b33f2d3bb1c0e2dd5fbb972df48654c8	360000	30792140.701615235978171
539	0x003593f9d633e8a246d71abc608c7a187e16e934	12000	30804140.701615235978171
540	0x58e22c06e26166ed9dc7c480b16086b09763d576	82790	30886930.701615235978171
541	0x5deb6b87853569ce9bdd8e600d157a58ef1687f2	995.8	30887926.501615235978171
542	0xfef266639e62608bdd5620ae3137f930220513c7	2000	30889926.501615235978171
543	0x1d8ad0b07f67b701f591cd00ee70164c4daf944f	10000	30899926.501615235978171
544	0xd5332aa996046aed8b0b14e3c54ec2382be2c5b6	15600	30915526.501615235978171
545	0xe313e51e178ca64a04ff3c9e7294bd839e873a0e	36000	30951526.501615235978171
546	0x038e45eadd3d88b87fe4dab066680522f0dfc8f9	120000	31071526.501615235978171
547	0x01fb009d5b0648a7e4777f28552ecbc40709b41a	1000	31072526.501615235978171
548	0xa271151e64cac72a290fd29dec25f25f37dfb6c3	2000	31074526.501615235978171
549	0xba92b88898d7f5fde1752cecfb03181aece0ddb7	10000	31084526.501615235978171
550	0x1ed65e726461235aad9cac673e5a82b9c4e75b4c	2500	31087026.501615235978171
551	0x8fcb3279d95987347d1fb8751ec0901a27a671d2	5000	31092026.501615235978171
552	0x790089b284d89488e17859f75bc1f17bab946209	1980	31094006.501615235978171
553	0x6a72f3ab4cb0727c23c85843d3f3fbe9521c97cb	20000	31114006.501615235978171
554	0x842baf9f014c5f0f8fcdaa68f1b09e3501cb56c1	24000	31138006.501615235978171
555	0xefadef57a9620c525dbd9b12fa286b205fece1dc	120000	31258006.501615235978171
556	0xec3d855f03a07f75fb47e64889f002e0f3451c70	500	31258506.501615235978171
557	0xe78f55ee59500b7620b95975392de511e05e534b	10000	31268506.501615235978171
558	0x7496965e0e35e37798f6772aca0b195754871be4	16000	31284506.501615235978171
559	0xe1d3aeacd29be68b958b00823db193777e8b9272	2990	31287496.501615235978171
560	0x1e81edab3ca00e9d8775ee79ce751668cd640f4e	4000	31291496.501615235978171
561	0x67d9c0061b434c89924dffb48d1f8d50d9225f0b	500	31291996.501615235978171
562	0xa669ef35fc97b2e02a63b4af3923a779352fce51	10000	31301996.501615235978171
563	0x92060b80c68586a04a021ae49b56502d11703938	7000	31308996.501615235978171
564	0x288c2ad9e5dcc7ad2d68cb13dbe68c4a70563152	600000	31908996.501615235978171
565	0x4a2101ed7873a708158efc43bf2fca88630539cf	1180	31910176.501615235978171
566	0x3b912eeee3d737078e34e9d8c43696d025d5b64e	9000	31919176.501615235978171
567	0x09a8beb3f5ecdcb1f0b9dccd96b23233864d5bbd	59944.171	31979120.672615235978171
568	0xf138069d10ef399a3d4fe9c7e1498e39a28b1582	2500	31981620.672615235978171
569	0x12607405f558c5911c33f62490ce0c1d3ba19e95	4000	31985620.672615235978171
570	0xdd0a923f34510b5a320fe21c24307010d397fff9	3000	31988620.672615235978171
571	0x3b5718efb7ff9b0f8048587616d9c759680c7df4	200000	32188620.672615235978171
572	0x8ed30ccddda87ab9bcc3211a5f32b206ac8d57b3	36000	32224620.672615235978171
573	0x8780019fe076488395a27b799d34c8d4f6c9dee4	6000	32230620.672615235978171
574	0xaefc64db5ff502e2f0bad4fbc5fdec05cf02270b	50000	32280620.672615235978171
575	0xcd8862d38e1463cca235b29368917257a45bce39	59990	32340610.672615235978171
576	0xe1bdff15a32e33810af8ce7a485db6584904c94c	530	32341140.672615235978171
577	0x81e31f3985fc4bb50a1d11b99c1ce15afce07d94	72000	32413140.672615235978171
578	0x8c46f88167b467db079ebe38578ee26a84e4500e	3900	32417040.672615235978171
579	0x2053d5f689a02398722815e270da502a567dec8c	3000	32420040.672615235978171
580	0x6d82fda6e5d6dedf42042f3ddfa2b78b152b6402	12000	32432040.672615235978171
581	0x4ca92e4354c127d16b6f34f5d27a9b0ca0043882	150100	32582140.672615235978171
582	0x2451f2c50cc989e3cd266618eed9ee20d4339298	12000	32594140.672615235978171
583	0x9d8788b89d4972e71117e798784d9f6343c0afca	119900	32714040.672615235978171
584	0x23395dc67b2839b3872e68d070bf65fb72ad6a29	100000	32814040.672615235978171
585	0x67798d3325eb4bf4d2ae8d1ceb274164f29b10ee	10000	32824040.672615235978171
586	0xff7bb8e1d6aee876376677c65278229b48b10dc0	12000	32836040.672615235978171
587	0x25ca94ec4af8f7b12ddad8da010b6dae8a597019	443	32836483.672615235978171
588	0x4e8e34469b0c3f2f711131299d0557c2d766e81a	18100	32854583.672615235978171
589	0x3c0b16781c296615d45b8533fb65cd92c5167205	1992	32856575.672615235978171
590	0x0aed5225d19ccebc4b8bbaa8d7366bc6c67218f6	7997.251562	32864572.924177235978171
591	0xac15eb3bd60fde4085008d822174176352ad4364	10000	32874572.924177235978171
592	0x00d98c71c4053535f5f43acab0d2504e4649fe44	960000	33834572.924177235978171
593	0xcd3cc2d21dd7b9d47cb9093581b75d124f6f3bb1	11000	33845572.924177235978171
594	0xb9f21c344b3eab62a4a92d7a2931c1fb883822ca	10000	33855572.924177235978171
595	0x00694c41975e95e435461192abb86c56a3c2e66f	22000	33877572.924177235978171
596	0xb412b96dbe138da98be8e475f632e1a8f0037748	500	33878072.924177235978171
597	0x387059476fd9dcbe70df922e880c91bd3803f237	16900	33894972.924177235978171
598	0xdd7c1ea71188b4c097d02482bb15f34f69bb5ee0	2000	33896972.924177235978171
599	0x00dc23579aa7d77fa319094f2ee21619ac145684	24000	33920972.924177235978171
600	0x8464707166942471f10cd827b704764f761dc4ac	10000	33930972.924177235978171
601	0x110fe0193ea4672f6e624da84e93d84108abde57	60000	33990972.924177235978171
602	0x1a1fcbff469f1bbfa05850d3ff1920f298131895	12000	34002972.924177235978171
603	0x62fd275daab3be52fa036f54648055368e179735	222000	34224972.924177235978171
604	0x05badd9d74dcac1bfe7d827a6ff009cef5e2f4f1	43000	34267972.924177235978171
605	0xf8ce18f4aef4e5a451930a0ac8844f1263d950a7	159000	34426972.924177235978171
606	0x00a43fb9553007f0760e6e563c0eec78810d33a0	48000	34474972.924177235978171
607	0xe4d3df079fbef6529c893ee4e9298711d480ff35	246000	34720972.924177235978171
608	0x2348066317ed2c2632ea0cd540318321dd8529a1	1650000	36370972.924177235978171
609	0xfae6019113d78803cc9192ffdd0c8612b4983ee9	70000	36440972.924177235978171
610	0x81bfbbd7f0193a116444357204863d538e85969b	244000	36684972.924177235978171
611	0x3db6315f9691d7372091296994f1e6223ee810b0	475000	37159972.924177235978171
612	0x76c54cb22049e1bffd9e17505a4fb7fcfdb3e34b	12000	37171972.924177235978171
613	0x49ea47540da86fe174f30713fb6c38327202d590	120000	37291972.924177235978171
614	0x9234b60c9d95158aa251667d0257d9eab2f31448	500000	37791972.924177235978171
615	0xc3c97326352cf5fe0a65242a9d189c986cb5dc50	1700	37793672.924177235978171
616	0x801efaa08e37efeaad37bec444a50583362e31a3	100000	37893672.924177235978171
617	0xfb5b840a85d41bf28081a31b186fce24eff5ab5f	1000	37894672.924177235978171
618	0x0e3a6880ce160f1edc3bb91e60598de92994d876	32000	37926672.924177235978171
619	0x00373e8b276d4a157c4a2b7bd5dcfe0a17babf20	334004.25	38260677.174177235978171
620	0x863a76a1d39ac8b6cd66474832904f894df7c028	150000	38410677.174177235978171
621	0x9e5751284b53732294a4baf6b0efd95396e02da6	15000	38425677.174177235978171
622	0xd843e2d8a6bb0a1811dd00f3cff28adfbdab5d8e	341100	38766777.174177235978171
623	0xfa5b411ea85efb70db7ecb33615b389927f148c1	69180	38835957.174177235978171
624	0x67d3ccbd1d81e7b1427b70d94454e0039271d237	300000	39135957.174177235978171
625	0x9222a040b909f9c068a088ae032f014ef85b0870	10000	39145957.174177235978171
626	0x884cadd01715854b83779e835473960ec8ef59e0	85000	39230957.174177235978171
627	0x5e866cc10dca8821fe43ac774284668343f1ed29	250000	39480957.174177235978171
628	0x784c56ce418afee72b5697205bfd8f085afb0fe0	50000	39530957.174177235978171
